show_id,type,title,director,country,date_added,release_year,rating,duration,listed_in,year_added,month_added,day_added
s1355,TV Show,Heartland,Not Given,Canada,2/1/2021,2019,TV-14,13 Seasons,TV Dramas,2021,2,1
s1356,TV Show,Love Daily,Not Given,United States,2/1/2021,2018,TV-14,1 Season,"Romantic TV Shows, Teen TV Shows",2021,2,1
s1357,TV Show,My Dead Ex,Not Given,United States,2/1/2021,2018,TV-14,1 Season,"TV Comedies, Teen TV Shows",2021,2,1
s1362,TV Show,The Unsettling,Not Given,United States,2/1/2021,2019,TV-14,1 Season,"TV Horror, Teen TV Shows",2021,2,1
s1363,TV Show,Total Drama,Not Given,Canada,2/1/2021,2015,TV-PG,7 Seasons,"Kids' TV, TV Comedies",2021,2,1
s1364,TV Show,Zac and Mia,Not Given,United States,2/1/2021,2019,TV-14,2 Seasons,"Romantic TV Shows, TV Dramas, Teen TV Shows",2021,2,1
s1372,TV Show,We Are: The Brooklyn Saints,Not Given,United States,1/29/2021,2021,TV-14,1 Season,Docuseries,2021,1,29
s1374,TV Show,50M2,Not Given,Turkey,1/27/2021,2021,TV-MA,1 Season,"International TV Shows, TV Dramas, TV Thrillers",2021,1,27
s1376,TV Show,BONDING,Not Given,United States,1/27/2021,2021,TV-MA,2 Seasons,"TV Comedies, TV Dramas",2021,1,27
s1378,TV Show,Outlander,Not Given,United States,1/27/2021,2018,TV-MA,4 Seasons,"Romantic TV Shows, TV Action & Adventure, TV Dramas",2021,1,27
s1381,TV Show,Go Dog Go,Not Given,United States,1/26/2021,2021,TV-Y,1 Season,Kids' TV,2021,1,26
s1384,TV Show,Blown Away,Not Given,Canada,1/22/2021,2021,TV-14,2 Seasons,"International TV Shows, Reality TV",2021,1,22
s1385,TV Show,Busted!,Not Given,South Korea,1/22/2021,2021,TV-14,3 Seasons,"Crime TV Shows, International TV Shows, Korean TV Shows",2021,1,22
s1386,TV Show,Demon Slayer: Kimetsu no Yaiba,Not Given,Japan,1/22/2021,2019,TV-14,1 Season,"Anime Series, International TV Shows",2021,1,22
s1619,TV Show,Octonauts,Not Given,United States,12/1/2020,2015,TV-Y,4 Seasons,"British TV Shows, Kids' TV",2020,12,1
s1393,TV Show,Daughter From Another Mother,Not Given,Mexico,1/20/2021,2021,TV-MA,1 Season,"International TV Shows, Spanish-Language TV Shows, TV Comedies",2021,1,20
s1395,TV Show,Spycraft,Not Given,United States,1/20/2021,2021,TV-MA,1 Season,"Docuseries, Science & Nature TV",2021,1,20
s1396,TV Show,Hello Ninja,Not Given,United States,1/19/2021,2021,TV-Y,4 Seasons,Kids' TV,2021,1,19
s1401,TV Show,Bling Empire,Not Given,United States,1/15/2021,2021,TV-MA,1 Season,Reality TV,2021,1,15
s1402,TV Show,Carmen Sandiego,Not Given,United States,1/15/2021,2021,TV-Y7,4 Seasons,"Kids' TV, TV Thrillers",2021,1,15
s1403,TV Show,Disenchantment,Not Given,United States,1/15/2021,2021,TV-14,3 Seasons,"TV Action & Adventure, TV Comedies, TV Sci-Fi & Fantasy",2021,1,15
s1409,TV Show,The Magicians,Not Given,United States,1/15/2021,2020,TV-MA,5 Seasons,"TV Dramas, TV Sci-Fi & Fantasy",2021,1,15
s1426,Movie,Creating The Queen's Gambit,Not Given,United States,1/8/2021,2021,TV-14,14 min,Documentaries,2021,1,8
s1428,TV Show,Inside the World’s Toughest Prisons,Not Given,United Kingdom,1/8/2021,2021,TV-MA,5 Seasons,"British TV Shows, Crime TV Shows, Docuseries",2021,1,8
s1430,TV Show,Mighty Little Bheem: Kite Festival,Not Given,India,1/8/2021,2021,TV-Y,1 Season,"Kids' TV, TV Comedies",2021,1,8
s1431,TV Show,Pretend It’s a City,Not Given,United States,1/8/2021,2021,TV-14,1 Season,Docuseries,2021,1,8
s1432,Movie,Stuck Apart,Not Given,Turkey,1/8/2021,2021,TV-MA,97 min,"Comedies, Dramas, International Movies",2021,1,8
s1438,TV Show,Surviving Death,Not Given,United States,1/6/2021,2021,TV-MA,1 Season,"Docuseries, Reality TV",2021,1,6
s1440,TV Show,History of Swear Words,Not Given,United States,1/5/2021,2021,TV-MA,1 Season,"Docuseries, TV Comedies",2021,1,5
s1441,TV Show,Nailed It! Mexico,Not Given,Mexico,1/5/2021,2021,TV-PG,3 Seasons,"International TV Shows, Reality TV, Spanish-Language TV Shows",2021,1,5
s1444,TV Show,QB1: Beyond the Lights,Not Given,United States,1/4/2021,2019,TV-14,1 Season,Docuseries,2021,1,4
s1449,TV Show,Cobra Kai,Not Given,United States,1/1/2021,2021,TV-14,3 Seasons,"TV Action & Adventure, TV Comedies, TV Dramas",2021,1,1
s1450,TV Show,Dream Home Makeover,Not Given,United States,1/1/2021,2021,TV-G,2 Seasons,Reality TV,2021,1,1
s1456,TV Show,Headspace Guide to Meditation,Not Given,United States,1/1/2021,2021,TV-G,1 Season,"Docuseries, Science & Nature TV",2021,1,1
s1458,TV Show,Jenni Rivera: Mariposa de Barrio,Not Given,United States,1/1/2021,2017,TV-MA,1 Season,"Spanish-Language TV Shows, TV Dramas",2021,1,1
s1620,TV Show,Oddbods,Not Given,United Kingdom,12/1/2020,2017,TV-Y,1 Season,"Kids' TV, TV Comedies",2020,12,1
s1461,TV Show,Monarca,Not Given,Mexico,1/1/2021,2021,TV-MA,2 Seasons,"International TV Shows, Spanish-Language TV Shows, TV Dramas",2021,1,1
s1466,TV Show,The Haunted Hathaways,Not Given,United States,1/1/2021,2013,TV-G,2 Seasons,"Kids' TV, TV Comedies, TV Sci-Fi & Fantasy",2021,1,1
s1467,Movie,The Minimalists: Less Is Now,Not Given,United States,1/1/2021,2021,TV-14,54 min,Documentaries,2021,1,1
s1474,TV Show,Chilling Adventures of Sabrina,Not Given,United States,12/31/2020,2020,TV-14,4 Seasons,"TV Horror, TV Mysteries, TV Sci-Fi & Fantasy",2020,12,31
s1477,TV Show,Best Leftovers Ever!,Not Given,United States,12/30/2020,2020,TV-G,1 Season,Reality TV,2020,12,30
s1478,TV Show,Dare Me,Not Given,United States,12/30/2020,2019,TV-MA,1 Season,"Crime TV Shows, TV Dramas, TV Thrillers",2020,12,30
s1479,TV Show,Equinox,Not Given,Denmark,12/30/2020,2020,TV-MA,1 Season,"International TV Shows, TV Mysteries, TV Thrillers",2020,12,30
s1481,TV Show,Still Game,Not Given,United Kingdom,12/30/2020,2018,TV-14,9 Seasons,"British TV Shows, Classic & Cult TV, International TV Shows",2020,12,30
s1484,TV Show,A Love So Beautiful,Not Given,South Korea,12/28/2020,2020,TV-PG,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies",2020,12,28
s1488,TV Show,Sakho & Mangane,Not Given,Senegal,12/27/2020,2019,TV-MA,1 Season,"Crime TV Shows, International TV Shows, TV Dramas",2020,12,27
s1490,TV Show,Regiment Diaries,Not Given,India,12/26/2020,2020,TV-PG,2 Seasons,"Docuseries, International TV Shows",2020,12,26
s1493,TV Show,Bridgerton,Not Given,United States,12/25/2020,2020,TV-MA,1 Season,"Romantic TV Shows, TV Dramas",2020,12,25
s1504,TV Show,Lovestruck in the City,Not Given,South Korea,12/22/2020,2020,TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies",2020,12,22
s1506,TV Show,Rhyme Time Town Singalongs,Not Given,United States,12/22/2020,2020,TV-Y,1 Season,Kids' TV,2020,12,22
s1689,TV Show,We Are the Champions,Not Given,United States,11/17/2020,2020,TV-MA,1 Season,"Docuseries, Reality TV",2020,11,17
s1507,TV Show,Shaun the Sheep,Not Given,United Kingdom,12/22/2020,2016,TV-Y,2 Seasons,"British TV Shows, Kids' TV, TV Comedies",2020,12,22
s1515,TV Show,Diamond City,Not Given,South Africa,12/18/2020,2019,TV-MA,1 Season,"Crime TV Shows, International TV Shows, TV Dramas",2020,12,18
s1517,TV Show,Home for Christmas,Not Given,Norway,12/18/2020,2020,TV-MA,2 Seasons,"International TV Shows, Romantic TV Shows, TV Comedies",2020,12,18
s1528,TV Show,Morphle,Not Given,Netherlands,12/17/2020,2020,TV-Y,2 Seasons,"British TV Shows, Kids' TV",2020,12,17
s1529,TV Show,Run On,Not Given,South Korea,12/17/2020,2020,TV-MA,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies",2020,12,17
s1536,TV Show,How To Ruin Christmas,Not Given,South Africa,12/16/2020,2020,TV-MA,1 Season,"International TV Shows, TV Comedies, TV Dramas",2020,12,16
s1544,TV Show,Black Ink Crew New York,Not Given,United States,12/15/2020,2014,TV-14,2 Seasons,Reality TV,2020,12,15
s1546,TV Show,Pup Academy,Not Given,United States,12/15/2020,2020,TV-Y,2 Seasons,"Kids' TV, TV Comedies",2020,12,15
s1552,TV Show,Hilda,Not Given,United Kingdom,12/14/2020,2021,TV-Y7,2 Seasons,Kids' TV,2020,12,14
s1553,TV Show,Tiny Pretty Things,Not Given,United States,12/14/2020,2020,TV-MA,1 Season,"TV Dramas, TV Mysteries, TV Thrillers",2020,12,14
s1555,TV Show,Children of Adam,Not Given,Lebanon,12/12/2020,2020,TV-14,1 Season,"International TV Shows, TV Dramas, TV Thrillers",2020,12,12
s1556,TV Show,Grizzy et les Lemmings,Not Given,France,12/12/2020,2018,TV-Y,2 Seasons,"Kids' TV, TV Comedies",2020,12,12
s1560,TV Show,The Mess You Leave Behind,Not Given,Spain,12/11/2020,2020,TV-MA,1 Season,"International TV Shows, Spanish-Language TV Shows, TV Dramas",2020,12,11
s1519,Movie,Ma Rainey's Black Bottom: A Legacy Brought to Screen,Not Given,Pakistan,12/18/2020,2020,TV-PG,32 min,"Documentaries, Music & Musicals",2020,12,18
s1563,TV Show,Alice in Borderland,Not Given,Japan,12/10/2020,2020,TV-MA,1 Season,"International TV Shows, TV Action & Adventure, TV Mysteries",2020,12,10
s1570,TV Show,Masameer Classics,Not Given,Saudi Arabia,12/9/2020,2013,TV-14,4 Seasons,"International TV Shows, TV Comedies",2020,12,9
s1571,TV Show,Once Upon a Time,Not Given,Egypt,12/9/2020,2019,TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas",2020,12,9
s1573,TV Show,The Big Show Show,Not Given,United States,12/9/2020,2020,TV-G,2 Seasons,"Kids' TV, TV Comedies",2020,12,9
s1574,TV Show,The Expanding Universe of Ashley Garcia,Not Given,United States,12/9/2020,2020,TV-PG,3 Seasons,"Kids' TV, TV Comedies, Teen TV Shows",2020,12,9
s1575,TV Show,The Surgeon's Cut,Not Given,United States,12/9/2020,2020,TV-14,1 Season,"Docuseries, Science & Nature TV",2020,12,9
s1578,Movie,Emicida: AmarElo - It’s All For Yesterday,Not Given,Brazil,12/8/2020,2020,TV-MA,90 min,"Documentaries, International Movies, Music & Musicals",2020,12,8
s1579,TV Show,Juman,Not Given,Kuwait,12/8/2020,2019,TV-PG,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas",2020,12,8
s1580,TV Show,Mr. Iglesias,Not Given,United States,12/8/2020,2020,TV-14,3 Seasons,"TV Comedies, Teen TV Shows",2020,12,8
s1584,TV Show,100 Days My Prince,Not Given,South Korea,12/7/2020,2018,TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas",2020,12,7
s1590,TV Show,Bhaag Beanie Bhaag,Not Given,India,12/4/2020,2020,TV-MA,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies",2020,12,4
s1591,TV Show,Big Mouth,Not Given,United States,12/4/2020,2020,TV-MA,4 Seasons,TV Comedies,2020,12,4
s1594,TV Show,Kings of Jo'Burg,Not Given,South Africa,12/4/2020,2020,TV-MA,1 Season,"Crime TV Shows, International TV Shows, TV Dramas",2020,12,4
s1595,Movie,Leyla Everlasting,Not Given,Turkey,12/4/2020,2020,TV-MA,113 min,"Comedies, International Movies",2020,12,4
s1604,TV Show,Alien Worlds,Not Given,United Kingdom,12/2/2020,2020,TV-PG,1 Season,"British TV Shows, Docuseries, International TV Shows",2020,12,2
s1606,TV Show,Check The Store Next Door: The Next Chapter,Not Given,Indonesia,12/2/2020,2020,TV-14,2 Seasons,"International TV Shows, TV Comedies, TV Dramas",2020,12,2
s1612,TV Show,Are You The One,Not Given,United States,12/1/2020,2014,TV-14,2 Seasons,Reality TV,2020,12,1
s1615,TV Show,Gormiti,Not Given,Spain,12/1/2020,2018,TV-Y,1 Season,Kids' TV,2020,12,1
s1626,TV Show,The Guest,Not Given,South Korea,12/1/2020,2018,TV-14,1 Season,"International TV Shows, TV Horror, TV Mysteries",2020,12,1
s1628,TV Show,The Holiday Movies That Made Us,Not Given,United States,12/1/2020,2020,TV-PG,1 Season,Docuseries,2020,12,1
s1629,TV Show,The Repair Shop,Not Given,United Kingdom,12/1/2020,2018,TV-PG,1 Season,"British TV Shows, Reality TV",2020,12,1
s1635,TV Show,The Uncanny Counter,Not Given,South Korea,11/29/2020,2020,TV-14,1 Season,"International TV Shows, TV Action & Adventure, TV Dramas",2020,11,29
s1639,TV Show,Fabulous Lives of Bollywood Wives,Not Given,India,11/27/2020,2020,TV-MA,1 Season,"International TV Shows, Reality TV",2020,11,27
s1759,TV Show,LEGO Ninjago,Not Given,Canada,11/1/2020,2020,TV-Y7,2 Seasons,Kids' TV,2020,11,1
s1641,TV Show,Over Christmas,Not Given,Germany,11/27/2020,2020,TV-MA,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies",2020,11,27
s1642,TV Show,Sugar Rush Christmas,Not Given,United States,11/27/2020,2020,TV-14,2 Seasons,Reality TV,2020,11,27
s1650,TV Show,Great Pretender,Not Given,Japan,11/25/2020,2020,TV-MA,2 Seasons,"Anime Series, Crime TV Shows, International TV Shows",2020,11,25
s1659,TV Show,Valentino,Not Given,Egypt,11/24/2020,2020,TV-14,1 Season,"International TV Shows, TV Comedies, TV Dramas",2020,11,24
s1662,TV Show,Strongest Deliveryman,Not Given,South Korea,11/23/2020,2017,TV-MA,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas",2020,11,23
s1668,TV Show,Flavorful Origins,Not Given,China,11/20/2020,2020,TV-G,3 Seasons,"Docuseries, International TV Shows",2020,11,20
s1671,TV Show,Mismatched,Not Given,India,11/20/2020,2020,TV-MA,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies",2020,11,20
s1673,TV Show,Voices of Fire,Not Given,United States,11/20/2020,2020,TV-PG,1 Season,"Docuseries, Reality TV",2020,11,20
s1685,TV Show,Holiday Home Makeover with Mr. Christmas,Not Given,United States,11/18/2020,2020,TV-G,1 Season,Reality TV,2020,11,18
s1688,TV Show,The Boss Baby: Back in Business,Not Given,United States,11/17/2020,2020,TV-Y7,4 Seasons,"Kids' TV, TV Comedies",2020,11,17
s1694,TV Show,Beyblade Burst Rise,Not Given,Japan,11/15/2020,2019,TV-Y,1 Season,"Anime Series, Kids' TV",2020,11,15
s1697,TV Show,Polly Pocket,Not Given,Canada,11/15/2020,2021,TV-Y,2 Seasons,Kids' TV,2020,11,15
s1698,TV Show,Survivor,Not Given,United States,11/15/2020,2014,TV-14,2 Seasons,Reality TV,2020,11,15
s1699,TV Show,The Crown,Not Given,United Kingdom,11/15/2020,2020,TV-MA,4 Seasons,"British TV Shows, International TV Shows, TV Dramas",2020,11,15
s1702,TV Show,American Horror Story,Not Given,United States,11/13/2020,2019,TV-MA,9 Seasons,"TV Horror, TV Mysteries, TV Thrillers",2020,11,13
s1709,TV Show,Ethos,Not Given,Turkey,11/12/2020,2020,TV-MA,1 Season,"International TV Shows, TV Dramas",2020,11,12
s1712,TV Show,Graceful Friends,Not Given,South Korea,11/12/2020,2020,TV-MA,1 Season,"Crime TV Shows, International TV Shows, TV Dramas",2020,11,12
s1717,TV Show,Aunty Donna's Big Ol' House of Fun,Not Given,Australia,11/11/2020,2020,TV-MA,1 Season,TV Comedies,2020,11,11
s1718,TV Show,The Liberator,Not Given,United States,11/11/2020,2020,TV-MA,1 Season,"TV Action & Adventure, TV Dramas",2020,11,11
s1719,TV Show,Trial 4,Not Given,United States,11/11/2020,2020,TV-MA,1 Season,"Crime TV Shows, Docuseries",2020,11,11
s1723,TV Show,DASH & LILY,Not Given,United States,11/10/2020,2020,TV-14,1 Season,"Romantic TV Shows, TV Comedies, TV Dramas",2020,11,10
s1725,TV Show,Bakugan: Battle Planet,Not Given,Japan,11/6/2020,2018,TV-PG,1 Season,"Anime Series, Kids' TV",2020,11,6
s1727,TV Show,Country Ever After,Not Given,United States,11/6/2020,2020,TV-PG,1 Season,Reality TV,2020,11,6
s1731,TV Show,Wrong Kind of Black,Not Given,Australia,11/6/2020,2018,TV-MA,1 Season,"International TV Shows, TV Comedies, TV Dramas",2020,11,6
s1758,TV Show,LEGO Jurassic World: Secret Exhibit,Not Given,United States,11/1/2020,2018,TV-Y,1 Season,Kids' TV,2020,11,1
s1738,TV Show,Paranormal,Not Given,Egypt,11/5/2020,2020,TV-14,1 Season,"International TV Shows, TV Dramas, TV Horror",2020,11,5
s1739,Movie,A Christmas Catch,Not Given,Canada,11/4/2020,2018,TV-G,87 min,"Dramas, Romantic Movies",2020,11,4
s1724,TV Show,Bakugan: Armored Alliance,Not Given,Pakistan,11/6/2020,2020,TV-Y7,1 Season,"Anime Series, Kids' TV",2020,11,6
s1741,TV Show,Love & Anarchy,Not Given,Sweden,11/4/2020,2020,TV-MA,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies",2020,11,4
s1747,TV Show,Can You Hear Me?,Not Given,Canada,11/2/2020,2020,TV-MA,2 Seasons,"International TV Shows, TV Comedies, TV Dramas",2020,11,2
s1749,TV Show,60 Days In,Not Given,United States,11/1/2020,2019,TV-MA,1 Season,Reality TV,2020,11,1
s1755,TV Show,Forged in Fire,Not Given,United States,11/1/2020,2019,TV-14,1 Season,Reality TV,2020,11,1
s1756,TV Show,Leah Remini: Scientology and the Aftermath,Not Given,United States,11/1/2020,2018,TV-14,3 Seasons,Docuseries,2020,11,1
s1757,TV Show,LEGO Jurassic World: Legend of Isla Nublar,Not Given,United States,11/1/2020,2019,TV-Y,1 Season,Kids' TV,2020,11,1
s2945,TV Show,Who Killed Malcolm X?,Not Given,United States,2/7/2020,2020,TV-MA,1 Season,"Crime TV Shows, Docuseries",2020,2,7
s1760,TV Show,LEGO Ninjago: Masters of Spinjitzu,Not Given,Denmark,11/1/2020,2019,TV-Y7,10 Seasons,Kids' TV,2020,11,1
s1761,TV Show,LEGO: CITY Adventures,Not Given,United States,11/1/2020,2019,TV-Y,1 Season,"Kids' TV, TV Comedies",2020,11,1
s1766,TV Show,The Garfield Show,Not Given,France,11/1/2020,2018,TV-Y,4 Seasons,"Kids' TV, TV Comedies",2020,11,1
s1767,TV Show,The Good Detective,Not Given,South Korea,11/1/2020,2020,TV-MA,1 Season,"Crime TV Shows, International TV Shows, TV Dramas",2020,11,1
s1770,TV Show,Voice,Not Given,South Korea,11/1/2020,2018,TV-14,2 Seasons,"Crime TV Shows, International TV Shows, Korean TV Shows",2020,11,1
s1774,TV Show,Zumbo's Just Desserts,Not Given,Australia,10/31/2020,2019,TV-PG,1 Season,"International TV Shows, Reality TV",2020,10,31
s1780,TV Show,Marvel's Agents of S.H.I.E.L.D.,Not Given,United States,10/30/2020,2020,TV-14,7 Seasons,"TV Action & Adventure, TV Sci-Fi & Fantasy",2020,10,30
s1782,TV Show,Somebody Feed Phil,Not Given,United States,10/30/2020,2020,TV-14,4 Seasons,"Docuseries, Reality TV",2020,10,30
s1783,TV Show,Suburra: Blood on Rome,Not Given,Italy,10/30/2020,2020,TV-MA,3 Seasons,"Crime TV Shows, International TV Shows, TV Dramas",2020,10,30
s1791,TV Show,Blood of Zeus,Not Given,United States,10/27/2020,2020,TV-MA,1 Season,Anime Series,2020,10,27
s1872,Movie,Super Monsters: Dia de los Monsters,Not Given,Canada,10/9/2020,2020,TV-Y,25 min,Children & Family Movies,2020,10,9
s1792,TV Show,Chico Bon Bon: Monkey with a Tool Belt,Not Given,United States,10/27/2020,2020,TV-Y,4 Seasons,Kids' TV,2020,10,27
s1800,TV Show,Barbarians,Not Given,Germany,10/23/2020,2020,TV-MA,1 Season,"International TV Shows, TV Action & Adventure, TV Dramas",2020,10,23
s1804,TV Show,Stolen Away,Not Given,Spain,10/23/2020,2020,TV-MA,1 Season,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows",2020,10,23
s1805,TV Show,The Queen's Gambit,Not Given,United States,10/23/2020,2020,TV-MA,1 Season,TV Dramas,2020,10,23
s1814,TV Show,My Next Guest Needs No Introduction With David Letterman,Not Given,United States,10/21/2020,2020,TV-MA,3 Seasons,Stand-Up Comedy & Talk Shows,2020,10,21
s1835,TV Show,Start-Up,Not Given,South Korea,10/18/2020,2020,TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies",2020,10,18
s1838,TV Show,Grand Army,Not Given,United States,10/16/2020,2020,TV-MA,1 Season,"TV Dramas, Teen TV Shows",2020,10,16
s1840,TV Show,La Révolution,Not Given,France,10/16/2020,2020,TV-MA,1 Season,"International TV Shows, TV Action & Adventure, TV Dramas",2020,10,16
s1842,TV Show,The Last Kids on Earth,Not Given,United States,10/16/2020,2020,TV-Y7,3 Seasons,"Kids' TV, TV Comedies",2020,10,16
s1848,TV Show,Fireman Sam,Not Given,United Kingdom,10/15/2020,2018,TV-Y,4 Seasons,"British TV Shows, Kids' TV",2020,10,15
s1853,TV Show,Power Rangers Beast Morphers,Not Given,United States,10/15/2020,2020,TV-Y7,2 Seasons,Kids' TV,2020,10,15
s1855,TV Show,Social Distance,Not Given,United States,10/15/2020,2020,TV-MA,1 Season,"TV Comedies, TV Dramas",2020,10,15
s1861,TV Show,The Cabin with Bert Kreischer,Not Given,United States,10/13/2020,2020,TV-MA,1 Season,"Reality TV, TV Comedies",2020,10,13
s1865,TV Show,Kipo and the Age of Wonderbeasts,Not Given,United States,10/12/2020,2020,TV-Y7,3 Seasons,"Kids' TV, TV Comedies",2020,10,12
s1829,TV Show,Unsolved Mysteries,Not Given,Pakistan,10/19/2020,2020,TV-MA,2 Seasons,"Crime TV Shows, Docuseries",2020,10,19
s1874,TV Show,The Haunting of Bly Manor,Not Given,United States,10/9/2020,2020,TV-MA,1 Season,"TV Dramas, TV Horror, TV Mysteries",2020,10,9
s1876,TV Show,Do Do Sol Sol La La Sol,Not Given,South Korea,10/8/2020,2020,TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies",2020,10,8
s1878,TV Show,Private Lives,Not Given,South Korea,10/8/2020,2020,TV-14,1 Season,"Crime TV Shows, International TV Shows, TV Dramas",2020,10,8
s1879,TV Show,The 100,Not Given,United States,10/8/2020,2020,TV-MA,7 Seasons,"TV Action & Adventure, TV Dramas, TV Sci-Fi & Fantasy",2020,10,8
s1886,TV Show,Bad Boy Billionaires: India,Not Given,India,10/5/2020,2020,TV-14,1 Season,"British TV Shows, Docuseries, International TV Shows",2020,10,5
s1895,TV Show,Emily in Paris,Not Given,United States,10/2/2020,2020,TV-MA,1 Season,"Romantic TV Shows, TV Comedies, TV Dramas",2020,10,2
s1907,TV Show,Evil,Not Given,United States,10/1/2020,2019,TV-14,1 Season,TV Dramas,2020,10,1
s1908,TV Show,Familiar Wife,Not Given,South Korea,10/1/2020,2018,TV-MA,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas",2020,10,1
s1909,TV Show,Food Wars!: Shokugeki no Soma,Not Given,Japan,10/1/2020,2016,TV-MA,2 Seasons,"Anime Series, International TV Shows, Teen TV Shows",2020,10,1
s1911,TV Show,"Good Morning, Verônica",Not Given,Brazil,10/1/2020,2020,TV-MA,1 Season,"Crime TV Shows, International TV Shows, TV Mysteries",2020,10,1
s1916,TV Show,Oktoberfest: Beer & Blood,Not Given,Germany,10/1/2020,2020,TV-MA,1 Season,"International TV Shows, TV Dramas",2020,10,1
s1918,TV Show,Secreto bien guardado,Not Given,Argentina,10/1/2020,2019,TV-MA,1 Season,"International TV Shows, Romantic TV Shows, Spanish-Language TV Shows",2020,10,1
s1919,TV Show,Sword Art Online,Not Given,Japan,10/1/2020,2018,TV-MA,3 Seasons,"Anime Series, International TV Shows",2020,10,1
s1924,TV Show,The Unicorn,Not Given,United States,10/1/2020,2019,TV-14,1 Season,"TV Comedies, TV Dramas",2020,10,1
s1926,TV Show,You Cannot Hide,Not Given,Mexico,10/1/2020,2020,TV-MA,1 Season,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows",2020,10,1
s1930,TV Show,Man with a Plan,Not Given,United States,9/30/2020,2020,TV-PG,4 Seasons,TV Comedies,2020,9,30
s1933,Movie,The Boys in the Band: Something Personal,Not Given,United States,9/30/2020,2020,TV-MA,28 min,"Documentaries, LGBTQ Movies",2020,9,30
s1934,TV Show,Wentworth,Not Given,Australia,9/30/2020,2020,TV-MA,8 Seasons,"Crime TV Shows, TV Dramas",2020,9,30
s1948,TV Show,"Whose Vote Counts, Explained",Not Given,United States,9/28/2020,2020,TV-PG,1 Season,Docuseries,2020,9,28
s1949,TV Show,Van Helsing,Not Given,United States,9/27/2020,2019,TV-MA,4 Seasons,"International TV Shows, TV Action & Adventure, TV Dramas",2020,9,27
s1950,TV Show,The Good Place,Not Given,United States,9/26/2020,2020,TV-14,4 Seasons,TV Comedies,2020,9,26
s1952,TV Show,A Perfect Crime,Not Given,Germany,9/25/2020,2020,TV-14,1 Season,"Crime TV Shows, Docuseries, International TV Shows",2020,9,25
s1955,TV Show,Sneakerheads,Not Given,United States,9/25/2020,2020,TV-MA,1 Season,TV Comedies,2020,9,25
s1956,TV Show,The School Nurse Files,Not Given,South Korea,9/25/2020,2020,TV-MA,1 Season,"International TV Shows, TV Dramas, TV Mysteries",2020,9,25
s1959,TV Show,The Chef Show,Not Given,United States,9/24/2020,2020,TV-MA,4 Seasons,Docuseries,2020,9,24
s1962,TV Show,The Playbook,Not Given,United States,9/22/2020,2020,TV-MA,1 Season,Docuseries,2020,9,22
s1979,TV Show,Ratched,Not Given,United States,9/18/2020,2020,TV-MA,1 Season,"TV Dramas, TV Horror, TV Mysteries",2020,9,18
s1980,TV Show,The American Barbecue Showdown,Not Given,United States,9/18/2020,2020,TV-G,1 Season,Reality TV,2020,9,18
s1981,TV Show,The Blacklist,Not Given,United States,9/18/2020,2019,TV-14,7 Seasons,"Crime TV Shows, TV Dramas, TV Thrillers",2020,9,18
s2098,Movie,Rising Phoenix,Not Given,United Kingdom,8/26/2020,2020,PG-13,107 min,"Documentaries, International Movies, Sports Movies",2020,8,26
s1989,TV Show,The Last Word,Not Given,Germany,9/17/2020,2020,TV-MA,1 Season,"International TV Shows, TV Comedies, TV Dramas",2020,9,17
s1990,TV Show,Baby,Not Given,Italy,9/16/2020,2020,TV-MA,3 Seasons,"International TV Shows, TV Dramas, Teen TV Shows",2020,9,16
s1991,TV Show,Challenger,Not Given,United States,9/16/2020,2020,TV-14,1 Season,"Docuseries, Science & Nature TV",2020,9,16
s1992,TV Show,Criminal: UK,Not Given,United Kingdom,9/16/2020,2020,TV-MA,2 Seasons,"British TV Shows, Crime TV Shows, International TV Shows",2020,9,16
s1994,TV Show,Signs,Not Given,Poland,9/16/2020,2020,TV-MA,2 Seasons,"Crime TV Shows, International TV Shows, TV Dramas",2020,9,16
s1995,TV Show,Sing On!,Not Given,United States,9/16/2020,2020,TV-PG,1 Season,Reality TV,2020,9,16
s2003,TV Show,Taco Chronicles,Not Given,United States,9/15/2020,2020,TV-MA,2 Seasons,"Docuseries, International TV Shows, Reality TV",2020,9,15
s2007,TV Show,Buddi,Not Given,United Kingdom,9/11/2020,2020,TV-Y,2 Seasons,"British TV Shows, Kids' TV",2020,9,11
s2692,TV Show,Brews Brothers,Not Given,United States,4/10/2020,2020,TV-MA,1 Season,TV Comedies,2020,4,10
s2009,TV Show,Family Business,Not Given,France,9/11/2020,2020,TV-MA,2 Seasons,"International TV Shows, TV Comedies, TV Dramas",2020,9,11
